"id","no","unit kerja","nama unit","kebijakan","program","kegiatan","nama kegiatan","cost type","name","kode"
"mak_23_12_175","175","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.04","Naskah ujian & lembar jawab","5","Overhead","650.1.1.06.04.5.23.12"
"mak_23_12_176","176","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.05","Daftar hadir & daftar nilai peserta ujian","1","Bahan habis pakai","650.1.1.06.05.1.23.12"
"mak_23_12_177","177","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.05","Daftar hadir & daftar nilai peserta ujian","2","Honor/Upah","650.1.1.06.05.2.23.12"
"mak_23_12_178","178","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.05","Daftar hadir & daftar nilai peserta ujian","3","Sewa","650.1.1.06.05.3.23.12"
"mak_23_12_179","179","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.05","Daftar hadir & daftar nilai peserta ujian","4","Outsourcing","650.1.1.06.05.4.23.12"
"mak_23_12_180","180","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.05","Daftar hadir & daftar nilai peserta ujian","5","Overhead","650.1.1.06.05.5.23.12"
"mak_23_12_181","181","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.06","Nilai akhir","1","Bahan habis pakai","650.1.1.06.06.1.23.12"
"mak_23_12_182","182","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.06","Nilai akhir","2","Honor/Upah","650.1.1.06.06.2.23.12"
"mak_23_12_183","183","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.06","Nilai akhir","3","Sewa","650.1.1.06.06.3.23.12"
"mak_23_12_184","184","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.06","Nilai akhir","4","Outsourcing","650.1.1.06.06.4.23.12"
"mak_23_12_185","185","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.06","Nilai akhir","5","Overhead","650.1.1.06.06.5.23.12"
"mak_23_12_186","186","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.07","Vakasi ujian","1","Bahan habis pakai","650.1.1.06.07.1.23.12"
"mak_23_12_187","187","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.07","Vakasi ujian","2","Honor/Upah","650.1.1.06.07.2.23.12"
"mak_23_12_188","188","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.07","Vakasi ujian","3","Sewa","650.1.1.06.07.3.23.12"
"mak_23_12_189","189","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.07","Vakasi ujian","4","Outsourcing","650.1.1.06.07.4.23.12"
"mak_23_12_190","190","23.12","Prodi Teknik Arsitektur (S1)","1","1.06","1.06.07","Vakasi ujian","5","Overhead","650.1.1.06.07.5.23.12"
"mak_23_12_191","191","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.01","Tersediaan sarana & prasarana ujian","1","Bahan habis pakai","650.1.1.07.01.1.23.12"
"mak_23_12_192","192","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.01","Tersediaan sarana & prasarana ujian","2","Honor/Upah","650.1.1.07.01.2.23.12"
"mak_23_12_193","193","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.01","Tersediaan sarana & prasarana ujian","3","Sewa","650.1.1.07.01.3.23.12"
"mak_23_12_194","194","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.01","Tersediaan sarana & prasarana ujian","4","Outsourcing","650.1.1.07.01.4.23.12"
"mak_23_12_195","195","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.01","Tersediaan sarana & prasarana ujian","5","Overhead","650.1.1.07.01.5.23.12"
"mak_23_12_196","196","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.02","Jadual ujian","1","Bahan habis pakai","650.1.1.07.02.1.23.12"
"mak_23_12_197","197","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.02","Jadual ujian","2","Honor/Upah","650.1.1.07.02.2.23.12"
"mak_23_12_198","198","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.02","Jadual ujian","3","Sewa","650.1.1.07.02.3.23.12"
"mak_23_12_199","199","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.02","Jadual ujian","4","Outsourcing","650.1.1.07.02.4.23.12"
"mak_23_12_200","200","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.02","Jadual ujian","5","Overhead","650.1.1.07.02.5.23.12"
"mak_23_12_201","201","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.03","KPU","1","Bahan habis pakai","650.1.1.07.03.1.23.12"
"mak_23_12_202","202","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.03","KPU","2","Honor/Upah","650.1.1.07.03.2.23.12"
"mak_23_12_203","203","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.03","KPU","3","Sewa","650.1.1.07.03.3.23.12"
"mak_23_12_204","204","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.03","KPU","4","Outsourcing","650.1.1.07.03.4.23.12"
"mak_23_12_205","205","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.03","KPU","5","Overhead","650.1.1.07.03.5.23.12"
"mak_23_12_206","206","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.04","Naskah ujian & lembar jawab","1","Bahan habis pakai","650.1.1.07.04.1.23.12"
"mak_23_12_207","207","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.04","Naskah ujian & lembar jawab","2","Honor/Upah","650.1.1.07.04.2.23.12"
"mak_23_12_208","208","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.04","Naskah ujian & lembar jawab","3","Sewa","650.1.1.07.04.3.23.12"
"mak_23_12_209","209","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.04","Naskah ujian & lembar jawab","4","Outsourcing","650.1.1.07.04.4.23.12"
"mak_23_12_210","210","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.04","Naskah ujian & lembar jawab","5","Overhead","650.1.1.07.04.5.23.12"
"mak_23_12_211","211","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.05","Daftar hadir & daftar nilai peserta ujian","1","Bahan habis pakai","650.1.1.07.05.1.23.12"
"mak_23_12_212","212","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.05","Daftar hadir & daftar nilai peserta ujian","2","Honor/Upah","650.1.1.07.05.2.23.12"
"mak_23_12_213","213","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.05","Daftar hadir & daftar nilai peserta ujian","3","Sewa","650.1.1.07.05.3.23.12"
"mak_23_12_214","214","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.05","Daftar hadir & daftar nilai peserta ujian","4","Outsourcing","650.1.1.07.05.4.23.12"
"mak_23_12_215","215","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.05","Daftar hadir & daftar nilai peserta ujian","5","Overhead","650.1.1.07.05.5.23.12"
"mak_23_12_216","216","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.06","Nilai akhir","1","Bahan habis pakai","650.1.1.07.06.1.23.12"
"mak_23_12_217","217","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.06","Nilai akhir","2","Honor/Upah","650.1.1.07.06.2.23.12"
"mak_23_12_218","218","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.06","Nilai akhir","3","Sewa","650.1.1.07.06.3.23.12"
"mak_23_12_219","219","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.06","Nilai akhir","4","Outsourcing","650.1.1.07.06.4.23.12"
"mak_23_12_220","220","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.06","Nilai akhir","5","Overhead","650.1.1.07.06.5.23.12"
"mak_23_12_221","221","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.07","Vakasi ujian","1","Bahan habis pakai","650.1.1.07.07.1.23.12"
"mak_23_12_222","222","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.07","Vakasi ujian","2","Honor/Upah","650.1.1.07.07.2.23.12"
"mak_23_12_223","223","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.07","Vakasi ujian","3","Sewa","650.1.1.07.07.3.23.12"
"mak_23_12_224","224","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.07","Vakasi ujian","4","Outsourcing","650.1.1.07.07.4.23.12"
"mak_23_12_225","225","23.12","Prodi Teknik Arsitektur (S1)","1","1.07","1.07.07","Vakasi ujian","5","Overhead","650.1.1.07.07.5.23.12"
"mak_23_12_226","226","23.12","Prodi Teknik Arsitektur (S1)","1","1.08","1.08.01","Tersedia perush tempat mhs praktek","1","Bahan habis pakai","650.1.1.08.01.1.23.12"
"mak_23_12_227","227","23.12","Prodi Teknik Arsitektur (S1)","1","1.08","1.08.01","Tersedia perush tempat mhs praktek","2","Honor/Upah","650.1.1.08.01.2.23.12"
"mak_23_12_228","228","23.12","Prodi Teknik Arsitektur (S1)","1","1.08","1.08.01","Tersedia perush tempat mhs praktek","3","Sewa","650.1.1.08.01.3.23.12"
"mak_23_12_229","229","23.12","Prodi Teknik Arsitektur (S1)","1","1.08","1.08.01","Tersedia perush tempat mhs praktek","4","Outsourcing","650.1.1.08.01.4.23.12"
"mak_23_12_230","230","23.12","Prodi Teknik Arsitektur (S1)","1","1.08","1.08.01","Tersedia perush tempat mhs praktek","5","Overhead","650.1.1.08.01.5.23.12"
"mak_23_12_231","231","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.01","Jumlah IPK/IPS <2","1","Bahan habis pakai","650.1.1.09.01.1.23.12"
"mak_23_12_232","232","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.01","Jumlah IPK/IPS <2","2","Honor/Upah","650.1.1.09.01.2.23.12"
"mak_23_12_233","233","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.01","Jumlah IPK/IPS <2","3","Sewa","650.1.1.09.01.3.23.12"
"mak_23_12_234","234","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.01","Jumlah IPK/IPS <2","4","Outsourcing","650.1.1.09.01.4.23.12"
"mak_23_12_235","235","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.01","Jumlah IPK/IPS <2","5","Overhead","650.1.1.09.01.5.23.12"
"mak_23_12_236","236","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.02","Jumlah IPK/IPS 2,02,5","1","Bahan habis pakai","650.1.1.09.02.1.23.12"
"mak_23_12_237","237","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.02","Jumlah IPK/IPS 2,02,5","2","Honor/Upah","650.1.1.09.02.2.23.12"
"mak_23_12_238","238","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.02","Jumlah IPK/IPS 2,02,5","3","Sewa","650.1.1.09.02.3.23.12"
"mak_23_12_239","239","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.02","Jumlah IPK/IPS 2,02,5","4","Outsourcing","650.1.1.09.02.4.23.12"
"mak_23_12_240","240","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.02","Jumlah IPK/IPS 2,02,5","5","Overhead","650.1.1.09.02.5.23.12"
"mak_23_12_241","241","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.03","Jumlah IPK/IPS 2,53,0","1","Bahan habis pakai","650.1.1.09.03.1.23.12"
"mak_23_12_242","242","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.03","Jumlah IPK/IPS 2,53,0","2","Honor/Upah","650.1.1.09.03.2.23.12"
"mak_23_12_243","243","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.03","Jumlah IPK/IPS 2,53,0","3","Sewa","650.1.1.09.03.3.23.12"
"mak_23_12_244","244","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.03","Jumlah IPK/IPS 2,53,0","4","Outsourcing","650.1.1.09.03.4.23.12"
"mak_23_12_245","245","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.03","Jumlah IPK/IPS 2,53,0","5","Overhead","650.1.1.09.03.5.23.12"
"mak_23_12_246","246","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.04","Jumlah IPK/IPS 3,04,0","1","Bahan habis pakai","650.1.1.09.04.1.23.12"
"mak_23_12_247","247","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.04","Jumlah IPK/IPS 3,04,0","2","Honor/Upah","650.1.1.09.04.2.23.12"
"mak_23_12_248","248","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.04","Jumlah IPK/IPS 3,04,0","3","Sewa","650.1.1.09.04.3.23.12"
"mak_23_12_249","249","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.04","Jumlah IPK/IPS 3,04,0","4","Outsourcing","650.1.1.09.04.4.23.12"
"mak_23_12_250","250","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.04","Jumlah IPK/IPS 3,04,0","5","Overhead","650.1.1.09.04.5.23.12"
"mak_23_12_251","251","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.05","Segmentasi status akademik mhs berdasar perolehan SKS","1","Bahan habis pakai","650.1.1.09.05.1.23.12"
"mak_23_12_252","252","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.05","Segmentasi status akademik mhs berdasar perolehan SKS","2","Honor/Upah","650.1.1.09.05.2.23.12"
"mak_23_12_253","253","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.05","Segmentasi status akademik mhs berdasar perolehan SKS","3","Sewa","650.1.1.09.05.3.23.12"
"mak_23_12_254","254","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.05","Segmentasi status akademik mhs berdasar perolehan SKS","4","Outsourcing","650.1.1.09.05.4.23.12"
"mak_23_12_255","255","23.12","Prodi Teknik Arsitektur (S1)","1","1.09","1.09.05","Segmentasi status akademik mhs berdasar perolehan SKS","5","Overhead","650.1.1.09.05.5.23.12"
"mak_23_12_256","256","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.01","Ketepatan waktu mulai","1","Bahan habis pakai","650.1.1.10.01.1.23.12"
"mak_23_12_257","257","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.01","Ketepatan waktu mulai","2","Honor/Upah","650.1.1.10.01.2.23.12"
"mak_23_12_258","258","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.01","Ketepatan waktu mulai","3","Sewa","650.1.1.10.01.3.23.12"
"mak_23_12_259","259","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.01","Ketepatan waktu mulai","4","Outsourcing","650.1.1.10.01.4.23.12"
"mak_23_12_260","260","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.01","Ketepatan waktu mulai","5","Overhead","650.1.1.10.01.5.23.12"
"mak_23_12_261","261","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.02","Ketepatan waktu selesai","1","Bahan habis pakai","650.1.1.10.02.1.23.12"
"mak_23_12_262","262","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.02","Ketepatan waktu selesai","2","Honor/Upah","650.1.1.10.02.2.23.12"
"mak_23_12_263","263","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.02","Ketepatan waktu selesai","3","Sewa","650.1.1.10.02.3.23.12"
"mak_23_12_264","264","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.02","Ketepatan waktu selesai","4","Outsourcing","650.1.1.10.02.4.23.12"
"mak_23_12_265","265","23.12","Prodi Teknik Arsitektur (S1)","1","1.10","1.10.02","Ketepatan waktu selesai","5","Overhead","650.1.1.10.02.5.23.12"
"mak_23_12_266","266","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.01","Jadual ujian skripsi","1","Bahan habis pakai","650.1.1.11.01.1.23.12"
"mak_23_12_267","267","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.01","Jadual ujian skripsi","2","Honor/Upah","650.1.1.11.01.2.23.12"
"mak_23_12_268","268","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.01","Jadual ujian skripsi","3","Sewa","650.1.1.11.01.3.23.12"
"mak_23_12_269","269","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.01","Jadual ujian skripsi","4","Outsourcing","650.1.1.11.01.4.23.12"
"mak_23_12_270","270","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.01","Jadual ujian skripsi","5","Overhead","650.1.1.11.01.5.23.12"
"mak_23_12_271","271","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.02","Kehadiran pembimbing & penguji","1","Bahan habis pakai","650.1.1.11.02.1.23.12"
"mak_23_12_272","272","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.02","Kehadiran pembimbing & penguji","2","Honor/Upah","650.1.1.11.02.2.23.12"
"mak_23_12_273","273","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.02","Kehadiran pembimbing & penguji","3","Sewa","650.1.1.11.02.3.23.12"
"mak_23_12_274","274","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.02","Kehadiran pembimbing & penguji","4","Outsourcing","650.1.1.11.02.4.23.12"
"mak_23_12_275","275","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.02","Kehadiran pembimbing & penguji","5","Overhead","650.1.1.11.02.5.23.12"
"mak_23_12_276","276","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.03","Jumlah mhs yg lulus","1","Bahan habis pakai","650.1.1.11.03.1.23.12"
"mak_23_12_277","277","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.03","Jumlah mhs yg lulus","2","Honor/Upah","650.1.1.11.03.2.23.12"
"mak_23_12_278","278","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.03","Jumlah mhs yg lulus","3","Sewa","650.1.1.11.03.3.23.12"
"mak_23_12_279","279","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.03","Jumlah mhs yg lulus","4","Outsourcing","650.1.1.11.03.4.23.12"
"mak_23_12_280","280","23.12","Prodi Teknik Arsitektur (S1)","1","1.11","1.11.03","Jumlah mhs yg lulus","5","Overhead","650.1.1.11.03.5.23.12"
"mak_23_12_281","281","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.01","Persiapan draft RIP & study banding","1","Bahan habis pakai","650.1.2.01.01.1.23.12"
"mak_23_12_282","282","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.01","Persiapan draft RIP & study banding","2","Honor/Upah","650.1.2.01.01.2.23.12"
"mak_23_12_283","283","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.01","Persiapan draft RIP & study banding","3","Sewa","650.1.2.01.01.3.23.12"
"mak_23_12_284","284","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.01","Persiapan draft RIP & study banding","4","Outsourcing","650.1.2.01.01.4.23.12"
"mak_23_12_285","285","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.01","Persiapan draft RIP & study banding","5","Overhead","650.1.2.01.01.5.23.12"
"mak_23_12_286","286","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.02","Pengumpulan data dari unit terkait","1","Bahan habis pakai","650.1.2.01.02.1.23.12"
"mak_23_12_287","287","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.02","Pengumpulan data dari unit terkait","2","Honor/Upah","650.1.2.01.02.2.23.12"
"mak_23_12_288","288","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.02","Pengumpulan data dari unit terkait","3","Sewa","650.1.2.01.02.3.23.12"
"mak_23_12_289","289","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.02","Pengumpulan data dari unit terkait","4","Outsourcing","650.1.2.01.02.4.23.12"
"mak_23_12_290","290","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.02","Pengumpulan data dari unit terkait","5","Overhead","650.1.2.01.02.5.23.12"
"mak_23_12_291","291","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.03","Rapat pendahuluan SC & OC","1","Bahan habis pakai","650.1.2.01.03.1.23.12"
"mak_23_12_292","292","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.03","Rapat pendahuluan SC & OC","2","Honor/Upah","650.1.2.01.03.2.23.12"
"mak_23_12_293","293","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.03","Rapat pendahuluan SC & OC","3","Sewa","650.1.2.01.03.3.23.12"
"mak_23_12_294","294","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.03","Rapat pendahuluan SC & OC","4","Outsourcing","650.1.2.01.03.4.23.12"
"mak_23_12_295","295","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.03","Rapat pendahuluan SC & OC","5","Overhead","650.1.2.01.03.5.23.12"
"mak_23_12_296","296","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.04","Raker penyususnan RIP, Panduan dan SOP","1","Bahan habis pakai","650.1.2.01.04.1.23.12"
"mak_23_12_297","297","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.04","Raker penyususnan RIP, Panduan dan SOP","2","Honor/Upah","650.1.2.01.04.2.23.12"
"mak_23_12_298","298","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.04","Raker penyususnan RIP, Panduan dan SOP","3","Sewa","650.1.2.01.04.3.23.12"
"mak_23_12_299","299","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.04","Raker penyususnan RIP, Panduan dan SOP","4","Outsourcing","650.1.2.01.04.4.23.12"
"mak_23_12_300","300","23.12","Prodi Teknik Arsitektur (S1)","2","2.01","2.01.04","Raker penyususnan RIP, Panduan dan SOP","5","Overhead","650.1.2.01.04.5.23.12"
"mak_23_12_301","301","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","1","Bahan habis pakai","650.1.2.02.01.1.23.12"
"mak_23_12_302","302","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","2","Honor/Upah","650.1.2.02.01.2.23.12"
"mak_23_12_303","303","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","3","Sewa","650.1.2.02.01.3.23.12"
"mak_23_12_304","304","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","4","Outsourcing","650.1.2.02.01.4.23.12"
"mak_23_12_305","305","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","5","Overhead","650.1.2.02.01.5.23.12"
"mak_23_12_306","306","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.02","Rapat koordinasi","1","Bahan habis pakai","650.1.2.02.02.1.23.12"
"mak_23_12_307","307","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.02","Rapat koordinasi","2","Honor/Upah","650.1.2.02.02.2.23.12"
"mak_23_12_308","308","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.02","Rapat koordinasi","3","Sewa","650.1.2.02.02.3.23.12"
"mak_23_12_309","309","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.02","Rapat koordinasi","4","Outsourcing","650.1.2.02.02.4.23.12"
"mak_23_12_310","310","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.02","Rapat koordinasi","5","Overhead","650.1.2.02.02.5.23.12"
"mak_23_12_311","311","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.03","Sosialisasi program PP","1","Bahan habis pakai","650.1.2.02.03.1.23.12"
"mak_23_12_312","312","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.03","Sosialisasi program PP","2","Honor/Upah","650.1.2.02.03.2.23.12"
"mak_23_12_313","313","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.03","Sosialisasi program PP","3","Sewa","650.1.2.02.03.3.23.12"
"mak_23_12_314","314","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.03","Sosialisasi program PP","4","Outsourcing","650.1.2.02.03.4.23.12"
"mak_23_12_315","315","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.03","Sosialisasi program PP","5","Overhead","650.1.2.02.03.5.23.12"
"mak_23_12_316","316","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.04","Penyusunan Company Profile","1","Bahan habis pakai","650.1.2.02.04.1.23.12"
"mak_23_12_317","317","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.04","Penyusunan Company Profile","2","Honor/Upah","650.1.2.02.04.2.23.12"
"mak_23_12_318","318","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.04","Penyusunan Company Profile","3","Sewa","650.1.2.02.04.3.23.12"
"mak_23_12_319","319","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.04","Penyusunan Company Profile","4","Outsourcing","650.1.2.02.04.4.23.12"
"mak_23_12_320","320","23.12","Prodi Teknik Arsitektur (S1)","2","2.02","2.02.04","Penyusunan Company Profile","5","Overhead","650.1.2.02.04.5.23.12"
"mak_23_12_321","321","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","1","Bahan habis pakai","650.1.2.03.01.1.23.12"
"mak_23_12_322","322","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","2","Honor/Upah","650.1.2.03.01.2.23.12"
"mak_23_12_323","323","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","3","Sewa","650.1.2.03.01.3.23.12"
"mak_23_12_324","324","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","4","Outsourcing","650.1.2.03.01.4.23.12"
"mak_23_12_325","325","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","5","Overhead","650.1.2.03.01.5.23.12"
"mak_23_12_326","326","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","1","Bahan habis pakai","650.1.2.03.10.1.23.12"
"mak_23_12_327","327","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","2","Honor/Upah","650.1.2.03.10.2.23.12"
"mak_23_12_328","328","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","3","Sewa","650.1.2.03.10.3.23.12"
"mak_23_12_329","329","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","4","Outsourcing","650.1.2.03.10.4.23.12"
"mak_23_12_330","330","23.12","Prodi Teknik Arsitektur (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","5","Overhead","650.1.2.03.10.5.23.12"
"mak_23_12_331","331","23.12","Prodi Teknik Arsitektur (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","1","Bahan habis pakai","650.1.2.04.01.1.23.12"
