"id","name","kecamatan_id"
"kel9408081005","SARUMAN","WINDESI"
"kel9408081006","KAONDA","WINDESI"
"kel9408081007","KARAWI","WINDESI"
"kel9408081008","ROSBORI","WINDESI"
"kel9408081009","ARYOBU","WINDESI"
"kel9409010005","NAMBER","NUMFOR BARAT"
"kel9409010006","BARUKI","NUMFOR BARAT"
"kel9409010007","WARIDO","NUMFOR BARAT"
"kel9409010008","KAMERI","NUMFOR BARAT"
"kel9409010014","SUBANGUNGSI","NUMFOR BARAT"
"kel9409010015","SERBIN","NUMFOR BARAT"
"kel9409010016","KANSAI","NUMFOR BARAT"
"kel9409010017","PONDORI","NUMFOR BARAT"
"kel9409010019","RIMBA RAYA","NUMFOR BARAT"
"kel9409010020","SEMAYEN","NUMFOR BARAT"
"kel9409010021","MAMBONDO SAWAI","NUMFOR BARAT"
"kel9409010022","POMDORI SUP","NUMFOR BARAT"
"kel9409011001","WANSRA","ORKERI"
"kel9409011002","MASYARA","ORKERI"
"kel9409011003","PAKREKI","ORKERI"
"kel9409011004","RAWAR","ORKERI"
"kel9409011005","SUPMANDER","ORKERI"
"kel9409011006","SARIBI","ORKERI"
"kel9409011007","YENBEPON","ORKERI"
"kel9409011008","YENBEBA","ORKERI"
"kel9409011009","MANWOR INDAH","ORKERI"
"kel9409020010","YENBURWO","NUMFOR TIMUR"
"kel9409020011","KORNASOREN","NUMFOR TIMUR"
"kel9409020014","RARSIBO","NUMFOR TIMUR"
"kel9409020015","ASARYENDI","NUMFOR TIMUR"
"kel9409020016","YENMANU","NUMFOR TIMUR"
"kel9409020017","FYEPURI","NUMFOR TIMUR"
"kel9409020018","INDAIBORI","NUMFOR TIMUR"
"kel9409020019","BARKORI","NUMFOR TIMUR"
"kel9409020020","ASAIBORI","NUMFOR TIMUR"
"kel9409021001","MANDORI","BRUYADORI"
"kel9409021002","BRUYADORI","BRUYADORI"
"kel9409021003","DAFI","BRUYADORI"
"kel9409021004","SANDAU","BRUYADORI"
"kel9409021005","AMBERPAREM/AMPEREM","BRUYADORI"
"kel9409021006","DUAI","BRUYADORI"
"kel9409021007","MANDORI SUP","BRUYADORI"
"kel9409021008","WARBUKOR","BRUYADORI"
"kel9409021009","ARIMI JAYA","BRUYADORI"
"kel9409021010","KAMUMI","BRUYADORI"
"kel9409022001","BAWEI","POIRU"
"kel9409022002","MANGGARI","POIRU"
"kel9409022003","SAURIBRU","POIRU"
"kel9409022004","SYORIBO","POIRU"
"kel9409022005","ANDEI","POIRU"
"kel9409022006","SAURI","POIRU"
"kel9409022007","SERDORI","POIRU"
"kel9409022008","KORYAKAM","POIRU"
"kel9409022009","ANDEI SUP","POIRU"
"kel9409030001","AUKI","PADAIDO"
"kel9409030002","WUNDI","PADAIDO"
"kel9409030003","NUSI BABARUK","PADAIDO"
"kel9409030004","NUSI","PADAIDO"
"kel9409030005","PAI","PADAIDO"
"kel9409030014","SANDIDORI","PADAIDO"
"kel9409030015","SORINA","PADAIDO"
"kel9409030016","INBEYOMI","PADAIDO"
"kel9409030017","KANAI","PADAIDO"
"kel9409030018","SOKANI","PADAIDO"
"kel9409030019","PAIDORI","PADAIDO"
"kel9409031001","MEOS MANGGUANDI","AIMANDO PADAIDO"
"kel9409031002","SUPRAIMA","AIMANDO PADAIDO"
"kel9409031003","SAMBER PASI","AIMANDO PADAIDO"
"kel9409031004","PASI","AIMANDO PADAIDO"
"kel9409031005","KARABAI","AIMANDO PADAIDO"
"kel9409031006","MBROMSI","AIMANDO PADAIDO"
"kel9409031007","NYANSOREN","AIMANDO PADAIDO"
"kel9409031008","SARIBRA","AIMANDO PADAIDO"
"kel9409031009","PADAIDO","AIMANDO PADAIDO"
"kel9409031010","YERI","AIMANDO PADAIDO"
"kel9409031011","SASARI","AIMANDO PADAIDO"
"kel9409031012","YEN MANAINA","AIMANDO PADAIDO"
"kel9409031013","ANOBO","AIMANDO PADAIDO"
"kel9409040001","SAREIDI","BIAK TIMUR"
"kel9409040002","OWI","BIAK TIMUR"
"kel9409040003","RIM","BIAK TIMUR"
"kel9409040004","YENUSI","BIAK TIMUR"
"kel9409040005","ORWER","BIAK TIMUR"
"kel9409040006","WONIKI","BIAK TIMUR"
"kel9409040007","BINDUSI","BIAK TIMUR"
"kel9409040008","KAJASI","BIAK TIMUR"
"kel9409040009","KAJASBO","BIAK TIMUR"
"kel9409040017","RIMBA JAYA","BIAK TIMUR"
"kel9409040018","SOON","BIAK TIMUR"
"kel9409040019","SUNDE","BIAK TIMUR"
"kel9409040020","SEPSE","BIAK TIMUR"
"kel9409040021","RUAR","BIAK TIMUR"
"kel9409040022","MANDON","BIAK TIMUR"
"kel9409040023","INSUMARIRES","BIAK TIMUR"
"kel9409040024","SORYAR","BIAK TIMUR"
"kel9409040025","YENDAKEM","BIAK TIMUR"
"kel9409040026","WASORI","BIAK TIMUR"
"kel9409040027","AFEFBO","BIAK TIMUR"
"kel9409040028","YENBEROK","BIAK TIMUR"
"kel9409040029","ADORBARI","BIAK TIMUR"
"kel9409040030","BOSNIK SUP","BIAK TIMUR"
"kel9409040031","INOFI","BIAK TIMUR"
"kel9409040032","WADERBO","BIAK TIMUR"
"kel9409040033","INMDI","BIAK TIMUR"
"kel9409041001","OPIAREF","ORIDEK"
"kel9409041002","BAKRIBO","ORIDEK"
"kel9409041003","MARAO","ORIDEK"
"kel9409041004","SAWA","ORIDEK"
"kel9409041005","WADIBU","ORIDEK"
"kel9409041006","ANGGOPI","ORIDEK"
"kel9409041007","ANGGADUBER","ORIDEK"
"kel9409041008","ANIMI","ORIDEK"
"kel9409041009","KAKUR","ORIDEK"
"kel9409041010","TANJUNG BARARI","ORIDEK"
"kel9409041011","SAWADORI","ORIDEK"
"kel9409041012","SAURI","ORIDEK"
"kel9409041013","MAKMAKERBO","ORIDEK"
"kel9409041014","YENSAMA","ORIDEK"
"kel9409050001","INGGIRI","BIAK KOTA"
"kel9409050002","SORIDO","BIAK KOTA"
"kel9409050003","SARAMOM","BIAK KOTA"
"kel9409050004","WAUPNOR","BIAK KOTA"
"kel9409050005","BUROKUB","BIAK KOTA"
"kel9409050006","FANDOI","BIAK KOTA"
"kel9409050007","MANDALA","BIAK KOTA"
"kel9409050008","AMBROBEN","BIAK KOTA"
"kel9409050009","SWAPODIBO","BIAK KOTA"
"kel9409050010","MOKMER","BIAK KOTA"
"kel9409050011","PARAI","BIAK KOTA"
"kel9409050012","INSROM","BIAK KOTA"
"kel9409050013","SAMAU","BIAK KOTA"
"kel9409050014","MANSWAM","BIAK KOTA"
"kel9409050015","ANGGRAIDI","BIAK KOTA"
"kel9409050016","INGGUPI","BIAK KOTA"
"kel9409050017","BABRINBO","BIAK KOTA"
"kel9409050018","KARYENDI","BIAK KOTA"
"kel9409050019","KABABUR","BIAK KOTA"
"kel9409050020","SANUMI","BIAK KOTA"
"kel9409050021","MANGGANDISAPI","BIAK KOTA"
"kel9409060001","SAMOFA","SAMOFA"
"kel9409060002","SUMBERKER","SAMOFA"
"kel9409060003","MANDOUW","SAMOFA"
"kel9409060004","BRAMBAKEN","SAMOFA"
"kel9409060005","YAFDAS","SAMOFA"
"kel9409060006","MARYENDI","SAMOFA"
"kel9409060007","SAMBAWOFUAR","SAMOFA"
"kel9409060008","KARANG MULIA","SAMOFA"
"kel9409060009","ADAINASNOSEN","SAMOFA"
"kel9409060010","DAFUAR","SAMOFA"
"kel9409060011","ANJEREUW","SAMOFA"
"kel9409060012","WISATA BINSARI","SAMOFA"
"kel9409060013","KAMORFUAR","SAMOFA"
"kel9409060014","KINMOM","SAMOFA"
"kel9409070001","WAROI","YENDIDORI"
"kel9409070002","SAMBER","YENDIDORI"
"kel9409070003","SUNYAR","YENDIDORI"
"kel9409070004","URFU","YENDIDORI"
"kel9409070005","ADOKI","YENDIDORI"
"kel9409070006","YENDIDORI","YENDIDORI"
"kel9409070007","MOIBAKEN","YENDIDORI"
"kel9409070008","WIRMAKER","YENDIDORI"
"kel9409070009","SYABES","YENDIDORI"
"kel9409070010","SAMBER SUP","YENDIDORI"
"kel9409070011","KABIDON","YENDIDORI"
"kel9409070012","RARMPIMBO","YENDIDORI"
"kel9409070013","PADWA","YENDIDORI"
"kel9409070014","SUNERI","YENDIDORI"
"kel9409070015","BINYERI","YENDIDORI"
"kel9409070016","AMYABENRAM","YENDIDORI"
"kel9409070017","INPENDI","YENDIDORI"
"kel9409070018","BIRUBI","YENDIDORI"
"kel9409070019","PADWA PANTAI","YENDIDORI"
"kel9409080001","KOBEOSER","BIAK UTARA"
"kel9409080002","SARWOM","BIAK UTARA"
"kel9409080003","MAMBESAK","BIAK UTARA"
"kel9409080004","ANDEI","BIAK UTARA"
"kel9409080005","SAUKOBYE","BIAK UTARA"
"kel9409080006","YOBDI","BIAK UTARA"
"kel9409080009","WAROMI","BIAK UTARA"
"kel9409080012","WARSANSAN","BIAK UTARA"
"kel9409080013","DERNAFI","BIAK UTARA"
"kel9409080014","NERMNU","BIAK UTARA"
"kel9409080015","ROSAYENDI","BIAK UTARA"
"kel9409080016","KOREM","BIAK UTARA"
"kel9409080017","MNUSWOR","BIAK UTARA"
"kel9409080018","WARBON","BIAK UTARA"
"kel9409080019","WARI","BIAK UTARA"
"kel9409080020","DOFYO WAFOR","BIAK UTARA"
"kel9409081001","MAKUKER","ANDEY"
"kel9409081002","WOUNA","ANDEY"
"kel9409081003","RODIFU","ANDEY"
"kel9409081004","WARBINSI","ANDEY"
"kel9409081005","WONABRAIDI","ANDEY"
"kel9409081006","RUMBIN","ANDEY"
"kel9409081007","WODU","ANDEY"
"kel9409081008","SUP MBRUR","ANDEY"
"kel9409081009","FAKNIKDI","ANDEY"
"kel9409081010","ARMNU","ANDEY"
"kel9409081011","DASDO","ANDEY"
"kel9409081012","MAMORBO","ANDEY"
"kel9409090004","MARUR","WARSA"
"kel9409090005","DIANO","WARSA"
"kel9409090006","SAWAY","WARSA"
"kel9409090007","AMAN","WARSA"
"kel9409090008","YERUBOY","WARSA"
"kel9409090009","AMMOY","WARSA"
"kel9409090010","INSWANBESI","WARSA"
"kel9409090011","KOYOMI","WARSA"
"kel9409090012","WASANI","WARSA"
"kel9409090017","KARUIBERIK","WARSA"
"kel9409090018","KOMBOY","WARSA"
"kel9409090020","INSWANBESI SUP","WARSA"
"kel9409090021","INYOBI","WARSA"
"kel9409090022","WARAWAF","WARSA"
"kel9409090023","WIR INSOS","WARSA"
"kel9409090024","BIAWER","WARSA"
"kel9409090025","WANIRI","WARSA"
"kel9409090026","IMBARI","WARSA"
"kel9409090027","MANBEORI","WARSA"
"kel9409090028","MAMFIAS","WARSA"
"kel9409091001","KARMON","YAWOSI"
"kel9409091002","SOR","YAWOSI"
"kel9409091003","YAWOSI/FANINDI","YAWOSI"
"kel9409091004","WASORI","YAWOSI"
"kel9409091005","BOSNABRAIDI","YAWOSI"
"kel9409091006","ASUR","YAWOSI"
"kel9409091007","INDAWI","YAWOSI"
"kel9409091008","MADIRAI","YAWOSI"
"kel9409092001","SANSUNDI","BONDIFUAR"
"kel9409092002","WOPES","BONDIFUAR"
"kel9409100001","WASYAI","BIAK BARAT"
"kel9409100002","ANDEI","BIAK BARAT"
"kel9409100003","KABABUR","BIAK BARAT"
"kel9409100004","WARBERIK","BIAK BARAT"
"kel9409100005","SOSMAY","BIAK BARAT"
"kel9409100006","YOMDORI","BIAK BARAT"
"kel9409100007","KANAAN","BIAK BARAT"
"kel9409100008","ASARYENDI","BIAK BARAT"
"kel9409100009","OPURI","BIAK BARAT"
"kel9409100010","SOPENDO","BIAK BARAT"
"kel9409100011","MAMORIBO","BIAK BARAT"
"kel9409100021","ASARKIR","BIAK BARAT"
"kel9409100022","DOUSI","BIAK BARAT"
"kel9409100023","MARISEN","BIAK BARAT"
"kel9409100024","SUMBINYA","BIAK BARAT"
"kel9409100025","INSIRI","BIAK BARAT"
"kel9409100026","KARNINDI","BIAK BARAT"
"kel9409100027","BANASRARES","BIAK BARAT"
"kel9409100028","DEDIFU","BIAK BARAT"
"kel9409100029","SOPENDO SUP KARKIR","BIAK BARAT"
"kel9409100030","RARSBARI","BIAK BARAT"
"kel9409101001","FARUSI","SWANDIWE"
"kel9409101002","MANDENDERI","SWANDIWE"
"kel9409101003","MARDORI","SWANDIWE"
"kel9409101004","SWAIPAK","SWANDIWE"
"kel9409101005","KANDI BUNDI/AMPUNBUKOR","SWANDIWE"
"kel9409101006","SARWA","SWANDIWE"
"kel9409101007","NAPDORI","SWANDIWE"
"kel9409101008","RAMDORI","SWANDIWE"
"kel9409101009","WOMBRISAUW","SWANDIWE"
"kel9409101010","SWAINOBER","SWANDIWE"
"kel9409101011","YENBEPIOPER","SWANDIWE"
"kel9409101012","BUSDORI","SWANDIWE"
"kel9409101013","INSUSBARI","SWANDIWE"
"kel9409101014","ANDOINA","SWANDIWE"
"kel9409101015","ORKDORI","SWANDIWE"
"kel9409101016","SASWARBO","SWANDIWE"
"kel9410030001","UMBUTU / UYUBUTU / UWIBUTU","PANIAI TIMUR"
"kel9410030003","ENAROTALI","PANIAI TIMUR"
"kel9410030006","OBAIYOWETA","PANIAI TIMUR"
"kel9410030007","KOPAIDAGI","PANIAI TIMUR"
"kel9410030008","WEJATADI","PANIAI TIMUR"
"kel9410030009","KOPO","PANIAI TIMUR"
"kel9410030010","PUGO WOGE","PANIAI TIMUR"
"kel9410030012","PAPATO","PANIAI TIMUR"
"kel9410030013","MADI","PANIAI TIMUR"
"kel9410030015","IPAKIJE","PANIAI TIMUR"
"kel9410030018","TIMIDA","PANIAI TIMUR"
"kel9410030019","AIKAI","PANIAI TIMUR"
"kel9410030020","UWAMANI","PANIAI TIMUR"
"kel9410030021","BADAUWO","PANIAI TIMUR"
"kel9410030022","TOKO","PANIAI TIMUR"
"kel9410030023","DAROUTO","PANIAI TIMUR"
"kel9410030024","DEY","PANIAI TIMUR"
"kel9410030025","AWABUTU","PANIAI TIMUR"
"kel9410031001","UNEBUTU / UWEBUTU","YATAMO"
"kel9410031002","WOTAI","YATAMO"
"kel9410031003","KENIAPA / UDAUGIDA","YATAMO"
"kel9410031004","EPOUTO","YATAMO"
"kel9410032001","AYAIGO / KAGUPAIDA","KEBO"
"kel9410032002","KAGUPAGU","KEBO"
"kel9410032003","IBOMOMAIDA / IBUMAIDA","KEBO"
"kel9410032004","KEBO II","KEBO"
"kel9410032005","TOGOWA","KEBO"
"kel9410032006","AWEBUTU","KEBO"
"kel9410032007","PANIBAGATA","KEBO"
"kel9410032008","PUGAIDA / DAUPAIDA","KEBO"
"kel9410032009","KEBO I","KEBO"
"kel9410032010","IPUWA","KEBO"
"kel9410032011","MUJAIYEPA / MUNAYEPA / MUNIYEP","KEBO"
"kel9410040003","UGIDIMI","BIBIDA"
"kel9410040004","BIBIDA","BIBIDA"
"kel9410041001","DUMA","DUMADAMA"
"kel9410041002","DOGOMO","DUMADAMA"
"kel9410070004","TOYAIMOTI","ARADIDE"
"kel9410070007","DETA","ARADIDE"
"kel9410070008","TUGUWAI","ARADIDE"
"kel9410070009","ABATADI","ARADIDE"
"kel9410070010","AKOUBAIDA","ARADIDE"
"kel9410070011","YABOMAIDA","ARADIDE"
"kel9410070012","DAUWAGU","ARADIDE"
"kel9410071001","OBAIPUGAIDA","EKADIDE"
"kel9410071002","EYAGITAIDA","EKADIDE"
"kel9410071003","PASIR PUTIH","EKADIDE"
"kel9410071004","AGAPO / WIDIMEIDA","EKADIDE"
"kel9410071005","GEIDA","EKADIDE"
"kel9410080001","EPOU / EPOBUTU","PANIAI BARAT"
"kel9410080002","MUYETADI","PANIAI BARAT"
"kel9410080003","MOGEYA","PANIAI BARAT"
"kel9410080004","OBANO","PANIAI BARAT"
"kel9410080005","KEGOUDA","PANIAI BARAT"
"kel9410080006","TIPAKAGOUDA","PANIAI BARAT"
"kel9410080007","BEKO","PANIAI BARAT"
"kel9410080008","OKAITADI","PANIAI BARAT"
"kel9410080009","WIYOGA / GEIKETAGO","PANIAI BARAT"
"kel9410080010","KITO","PANIAI BARAT"
"kel9410080011","UKAWUWO","PANIAI BARAT"
"kel9410080015","WAIPA","PANIAI BARAT"
"kel9410081001","IKOTU / BUA","SIRIWO"
"kel9410081002","SIRIWO","SIRIWO"
"kel9410081003","KEPI / TODIA","SIRIWO"
"kel9410090001","UWAGI","BOGOBAIDA"
"kel9410090002","NOMOUWODIDE","BOGOBAIDA"
"kel9410090003","BOGOBAIDA / BOGODIDE","BOGOBAIDA"
"kel9410090004","NAWIPAWO","BOGOBAIDA"
"kel9410090005","IPOUWO","BOGOBAIDA"
"kel9410090006","PIYAMO","BOGOBAIDA"
"kel9411040002","TURMO","FAWI"
"kel9411040003","FAWI","FAWI"
"kel9411040006","BAKUSI","FAWI"
"kel9411040008","EVO","FAWI"
"kel9411040009","YEREI","FAWI"
"kel9411040010","KAHO","FAWI"
"kel9411040011","BIRICARE","FAWI"
"kel9411040012","DOREY","FAWI"
"kel9411040013","FII","FAWI"
"kel9411041005","GUERI","DAGAI"
"kel9411041007","DAGAI","DAGAI"
"kel9411041014","MBOMBAN","DAGAI"
"kel9411041015","YEIHNERI","DAGAI"
"kel9411041016","MANDARALANI","DAGAI"
"kel9411041017","DEBITE","DAGAI"
"kel9411041019","DAGAI 2","DAGAI"
"kel9411041020","DEIDE","DAGAI"
"kel9411041021","FARIDE","DAGAI"
"kel9411041022","SOI","DAGAI"
"kel9411042003","TUMBIWOLU","KIYAGE"
"kel9411042004","KIYAGE","KIYAGE"
"kel9411042008","KELANDU","KIYAGE"
"kel9411042018","ATOLI","KIYAGE"
"kel9411042023","AMURINGGIK","KIYAGE"
"kel9411042024","WANGGIBA","KIYAGE"
"kel9411042025","TENGGABANGWI","KIYAGE"
"kel9411042026","AMBO","KIYAGE"
"kel9411050008","PRULEME","MULIA"
"kel9411050009","WUYUKWI","MULIA"
"kel9411050023","WUYUNERI","MULIA"
"kel9411050025","USIR","MULIA"
"kel9411050026","PEPERA","MULIA"
"kel9411050027","MULIAGAMBUT","MULIA"
"kel9411050028","TRIKORA","MULIA"
"kel9411050029","TUWOGI","MULIA"
"kel9411050030","BIRAKAMBUT","MULIA"
"kel9411053001","YAMBI","YAMBI"
"kel9411053002","MOULO","YAMBI"
"kel9411053003","TENOLOK","YAMBI"
"kel9411053004","GINIGOM","YAMBI"
"kel9411053005","MONDU","YAMBI"
"kel9411053006","DANGGENPAGA","YAMBI"
"kel9411053007","YOBOLUK","YAMBI"
"kel9411053008","WONOME","YAMBI"
"kel9411053009","TIRINERI","YAMBI"
"kel9411054001","JIGUNIKIME","ILAMBURAWI"
"kel9411054002","BERELEME","ILAMBURAWI"
"kel9411054003","ILAMBURAWI","ILAMBURAWI"
"kel9411054004","KALOME","ILAMBURAWI"
"kel9411054005","TEMU","ILAMBURAWI"
"kel9411055001","KARUBATE","MUARA"
"kel9411055002","KULIRIK","MUARA"
"kel9411055003","DOLINGGOBAK","MUARA"
"kel9411055004","YALINGGUA","MUARA"
"kel9411055005","MUARA","MUARA"
"kel9411055006","TALILOME","MUARA"
"kel9411055007","DOLIGOBAK","MUARA"
"kel9411055008","YAMBIDUGUM","MUARA"
"kel9411056001","KULOKENGGAME","PAGALEME"
"kel9411056002","IGIMBUT","PAGALEME"
"kel9411056003","PAGALEME","PAGALEME"
"kel9411056004","MULIAMBUT","PAGALEME"
"kel9411056005","LUNGGUNERI","PAGALEME"
"kel9411057001","URGELE","GURAGE"
"kel9411057002","YAGONIK","GURAGE"
"kel9411057003","TIRU","GURAGE"
"kel9411057004","LULAME","GURAGE"
"kel9411057005","YARMUKUM","GURAGE"
"kel9411057006","PILIA","GURAGE"
"kel9411057007","YANIRUK","GURAGE"
"kel9411057008","GWENGGU","GURAGE"
"kel9411057009","TUKWI","GURAGE"
"kel9411057010","YOGORINI","GURAGE"
"kel9411057011","NALIME","GURAGE"
"kel9411058001","ANGGUTARI","IRIMULI"
"kel9411058002","WANDENGGOBAK","IRIMULI"
"kel9411058003","PUNCAK SENYUM","IRIMULI"
"kel9411058004","YIGINIKIME","IRIMULI"
"kel9411058005","WUNAGELO","IRIMULI"
"kel9411058006","DONDO","IRIMULI"
"kel9411058007","TANOBA","IRIMULI"
"kel9411058008","NIRUWI","IRIMULI"
"kel9411058009","YALIKAMBI","IRIMULI"
"kel9411060005","LAMBO","ILU"
"kel9411060006","WURAK","ILU"
"kel9411060020","PINDEBAGA","ILU"
"kel9411060030","DOLINGGAME","ILU"
"kel9411060034","MAKA","ILU"
"kel9411060035","MOBIGI","ILU"
"kel9411060036","YAURIA I","ILU"
"kel9411060037","BELANTARA","ILU"
"kel9411060038","KALENGGA","ILU"
"kel9411060039","PULAU TIMUR","ILU"
"kel9411060040","GIRMOR","ILU"
"kel9411060041","PULOGENGGA","ILU"
"kel9411060042","KIRIGIMADUK","ILU"
"kel9411060043","PUKI PAKI","ILU"
"kel9411060044","KURIKPULOK","ILU"
"kel9411060045","MEGEWI MEGEWA","ILU"
"kel9411060046","KANINONGGO","ILU"
"kel9411060047","GUBULOME","ILU"
"kel9411060048","GINIPAGO","ILU"
"kel9411060049","AULAME","ILU"
"kel9411061001","GUBUGANI","TORERE"
"kel9411061004","AMBOK","TORERE"
"kel9411061005","AWIYAM","TORERE"
"kel9411061006","TUBUGIME","TORERE"
"kel9411061007","WARIRU","TORERE"
"kel9411061009","DIGI","TORERE"
"kel9411061010","KIKUP","TORERE"
"kel9411061011","GUNUNG TAYOK","TORERE"
"kel9411061012","NAMBU","TORERE"
"kel9411061013","ASUA","TORERE"
"kel9411061014","DEGEI","TORERE"
"kel9411061015","SIGOU","TORERE"
"kel9411061016","NALU","TORERE"
"kel9411063001","YAMONERI","YAMONERI"
"kel9411063002","GUMAWI","YAMONERI"
"kel9411063003","DIGOLOME","YAMONERI"
"kel9411063004","NGGINIGUM","YAMONERI"
"kel9411063005","BUNUME","YAMONERI"
"kel9411063006","JIMBENERI","YAMONERI"
"kel9411063007","ABERIAMBUT","YAMONERI"
"kel9411063008","KOBARAK","YAMONERI"
"kel9411063009","WUGIWAGI","YAMONERI"
"kel9411063010","YAGALUK","YAMONERI"
"kel9411063011","MOULO","YAMONERI"
"kel9411063012","JIMBANIME","YAMONERI"
"kel9411063013","JIGOLOK","YAMONERI"
"kel9411063014","JIGELO","YAMONERI"
"kel9411063015","PIYAPIGI","YAMONERI"
"kel9411064001","AMBIT-MBIT","WAEGI"
"kel9411064002","AGOBAGA","WAEGI"
"kel9411064003","ALUKME","WAEGI"
"kel9411064004","ANGGITARI","WAEGI"
"kel9411064005","JIBINGGAME","WAEGI"
"kel9411064006","NAKOGWE","WAEGI"
"kel9411064007","GINILOME","WAEGI"
"kel9411064008","YALIBATE","WAEGI"
"kel9411064009","WURUNIKIME","WAEGI"
"kel9411064010","LERAWERA","WAEGI"
"kel9411064011","ANDIRON","WAEGI"
"kel9411064012","TENOMANGGEN","WAEGI"
"kel9411064013","TIRIGOI","WAEGI"
"kel9411064014","MONDOGONERI","WAEGI"
"kel9411064015","TOWOLUK","WAEGI"
"kel9411064016","TENOLOK","WAEGI"
"kel9411064017","ORILUK","WAEGI"
"kel9411064018","PAGARUGOM","WAEGI"
"kel9411064019","JIOGOBAK","WAEGI"
"kel9411065001","YAWOR","NUME"
"kel9411065002","MEPAR","NUME"
"kel9411065003","OUM","NUME"
"kel9411065004","NUME","NUME"
"kel9411065005","WORALUK","NUME"
"kel9411065006","WURINA","NUME"
"kel9411065007","ANEBALUI","NUME"
"kel9411065008","PAGOLOME","NUME"
"kel9411065009","TOMBOK","NUME"
"kel9411065010","KERING","NUME"
"kel9411065011","MEYONGGA","NUME"
"kel9411065012","AKWIPAGA","NUME"
"kel9411065013","ONENDU","NUME"
"kel9411066001","NIOGA","NIOGA"
"kel9411066002","WONGGI","NIOGA"
"kel9411066003","YONGGI","NIOGA"
"kel9411066004","MURUWI","NIOGA"
"kel9411066005","WAMBAGALO","NIOGA"
"kel9411066006","GIBAGA","NIOGA"
"kel9411066007","WUTIKME","NIOGA"
"kel9411066008","WANDURI","NIOGA"
"kel9411066009","JIGONIKME","NIOGA"
"kel9411066010","PAPAK","NIOGA"
"kel9411066011","WALOM","NIOGA"
"kel9411067001","KUMIGI","GUBUME"
"kel9411067002","GUBUME","GUBUME"
"kel9411067003","APELOME","GUBUME"
"kel9411067004","MONDU","GUBUME"
"kel9411067005","GUBUNERI","GUBUME"
"kel9411067006","KENENDAGA","GUBUME"
"kel9411067007","TIMORAMO","GUBUME"
"kel9411067008","MENGGEGENIKIME","GUBUME"
"kel9411067009","TINGGERAGE","GUBUME"
"kel9411067010","WUNGGANI","GUBUME"
"kel9411067011","MILINERI","GUBUME"
"kel9411067012","MELELA","GUBUME"
"kel9411067013","NOBA-NOBA","GUBUME"
"kel9411067014","NOGI","GUBUME"
"kel9411067015","JINGGI","GUBUME"
"kel9411067016","GINILUME","GUBUME"
"kel9411067017","LINGGUNI","GUBUME"
"kel9411068001","ANDUGIR","TAGANOMBAK"
"kel9411068002","MUARA MIGUNI","TAGANOMBAK"
"kel9411068003","GUNA","TAGANOMBAK"
"kel9411068004","MANDURA","TAGANOMBAK"
"kel9411068005","LUGUBAGO","TAGANOMBAK"
"kel9411068006","WUMBIRI","TAGANOMBAK"
"kel9411068007","PEREYA","TAGANOMBAK"
"kel9411068008","GINIMANGGEN","TAGANOMBAK"
"kel9411068009","LAWORAGE","TAGANOMBAK"
"kel9411068010","ABILI","TAGANOMBAK"
"kel9411068011","LUGOBAGO","TAGANOMBAK"
"kel9411070002","TINGGINERI","TINGGINAMBUT"
"kel9411070003","MONIA","TINGGINAMBUT"
"kel9411070009","TINGGINAMBUT","TINGGINAMBUT"
"kel9411070016","MELEKOM","TINGGINAMBUT"
"kel9411070018","GUBUGUR","TINGGINAMBUT"
"kel9411070019","BERIME","TINGGINAMBUT"
"kel9411070020","WOMELAGANDAN","TINGGINAMBUT"
"kel9411070021","TOMBO","TINGGINAMBUT"
"kel9411070022","GIMANGGEN","TINGGINAMBUT"
"kel9411070023","URAGI","TINGGINAMBUT"
"kel9411070024","YAMENGGA","TINGGINAMBUT"
"kel9411070025","DEGI","TINGGINAMBUT"
"kel9411070026","PARALO","TINGGINAMBUT"
"kel9411070027","YUGUMBELAWI","TINGGINAMBUT"
"kel9411070028","BIGIRAGE","TINGGINAMBUT"
"kel9411070029","LUMBUK","TINGGINAMBUT"
"kel9411070030","INIKIMALUK","TINGGINAMBUT"
"kel9411070031","GOBAK","TINGGINAMBUT"
"kel9411070032","PAPUA","TINGGINAMBUT"
"kel9411070033","TINGGINIME","TINGGINAMBUT"
"kel9411070034","GIGUME","TINGGINAMBUT"
"kel9411070035","YONGGUN","TINGGINAMBUT"
"kel9411071001","TORAGE","KALOME"
"kel9411071002","PALUMAGI","KALOME"
"kel9411071003","JIRAMOK","KALOME"
"kel9411071004","YANENGGAWI","KALOME"
"kel9411071005","WURABUME","KALOME"
"kel9411071006","BINGGELUME","KALOME"
"kel9411071007","KAYOGEBUR","KALOME"
"kel9411071008","KALOME","KALOME"
"kel9411071009","AGAPE","KALOME"
"kel9411071010","CILOME","KALOME"
"kel9411071011","LONGGAWI","KALOME"
"kel9411071012","WUNDINI","KALOME"
"kel9411071013","BEREM","KALOME"
"kel9411071014","DIRALUK","KALOME"
"kel9411071015","PILIBUR","KALOME"
"kel9411071016","JINGGWI","KALOME"
"kel9411072001","BUNALUK","WANWI"
"kel9411072002","GEREJA LAMA","WANWI"
"kel9411072003","ANGGALO","WANWI"
"kel9411072004","NANEGEME","WANWI"
"kel9411072005","PONGGONAME","WANWI"
"kel9411072006","YUNGGWI","WANWI"
"kel9411072007","PERNALUK","WANWI"
"kel9411072008","BIME","WANWI"
"kel9411072009","WIYAGE","WANWI"
